name,latitude,longitude,type,color
LBP033,3.618656,98.602974,MEDAN,primary
LBP056,3.597267,98.609975,MEDAN,primary
LBP088,3.716745,98.634012,MEDAN,primary
LBP108,3.598077,98.607697,MEDAN,primary
LBP153,3.520231,98.661989,MEDAN,primary
LBP165,3.684673,98.645665,MEDAN,primary
LBP169,3.71062,98.642743,MEDAN,primary
LBP215,3.534732,98.682776,MEDAN,primary
LBP217,3.518623,98.63355,MEDAN,primary
LBP218,3.528613,98.663243,MEDAN,primary
LBP276,3.532525,98.662509,MEDAN,primary
LBP298,3.609498,98.608609,MEDAN,primary
LBP334,3.518092,98.665578,MEDAN,primary
LBP337,3.524965,98.674441,MEDAN,primary
LBP338,3.524553,98.657227,MEDAN,primary
LBP339,3.525656,98.679797,MEDAN,primary
LBP340,3.526466,98.668447,MEDAN,primary
LBP341,3.534344,98.677546,MEDAN,primary
LBP343,3.526271,98.689104,MEDAN,primary
LBP357,3.612472,98.606953,MEDAN,primary
LBP371,3.650745,98.658217,MEDAN,primary
LBP417,3.688583,98.646122,MEDAN,primary
LBP434,3.53327,98.696516,MEDAN,primary
LBP437,3.541133,98.595984,MEDAN,primary
LBP458,3.529844,98.690696,MEDAN,primary
LBP480,3.535251,98.687196,MEDAN,primary
LBP733,3.499001,98.647212,MEDAN,primary
LBP803,3.597924,98.734872,MEDAN,primary
LBP847,3.531103,98.68589,MEDAN,primary
LBP869,3.659317,98.656806,MEDAN,primary
MDN001,3.611247,98.694792,MEDAN,primary
MDN009,3.60982,98.645426,MEDAN,primary
MDN010,3.540833,98.708333,MEDAN,primary
MDN015,3.65688,98.674327,MEDAN,primary
MDN022,3.585982,98.613578,MEDAN,primary
MDN023,3.537657,98.722202,MEDAN,primary
MDN025,3.531751,98.605823,MEDAN,primary
MDN026,3.522032,98.639148,MEDAN,primary
MDN028,3.521469,98.621807,MEDAN,primary
MDN029,3.685769,98.70106,MEDAN,primary
MDN030,3.679789,98.681673,MEDAN,primary
MDN033,3.537416,98.733087,MEDAN,primary
MDN038,3.526783,98.621064,MEDAN,primary
MDN039,3.592056,98.626707,MEDAN,primary
MDN040,3.540958,98.679388,MEDAN,primary
MDN042,3.556027,98.632954,MEDAN,primary
MDN043,3.675894,98.668745,MEDAN,primary
MDN044,3.572418,98.621396,MEDAN,primary
MDN045,3.64801,98.694486,MEDAN,primary
MDN046,3.696388,98.673055,MEDAN,primary
MDN048,3.538591,98.685923,MEDAN,primary
MDN051,3.568803,98.629214,MEDAN,primary
MDN052,3.574281,98.647582,MEDAN,primary
MDN053,3.604925,98.645905,MEDAN,primary
MDN057,3.531621,98.647185,MEDAN,primary
MDN059,3.596211,98.631241,MEDAN,primary
MDN061,3.784314,98.697115,MEDAN,primary
MDN066,3.703226,98.663787,MEDAN,primary
MDN067,3.509207,98.614925,MEDAN,primary
MDN069,3.717537,98.668651,MEDAN,primary
MDN070,3.529639,98.655363,MEDAN,primary
MDN071,3.553224,98.629742,MEDAN,primary
MDN073,3.538638,98.623458,MEDAN,primary
MDN077,3.598032,98.710657,MEDAN,primary
MDN078,3.684688,98.665642,MEDAN,primary
MDN079,3.685824,98.672836,MEDAN,primary
MDN084,3.591152,98.643919,MEDAN,primary
MDN087,3.533203,98.72735,MEDAN,primary
MDN100,3.706688,98.63588,MEDAN,primary
MDN111,3.653096,98.679315,MEDAN,primary
MDN113,3.566489,98.652133,MEDAN,primary
MDN116,3.644461,98.673457,MEDAN,primary
MDN120,3.723894,98.677994,MEDAN,primary
MDN121,3.573171,98.628536,MEDAN,primary
MDN128,3.613333,98.659722,MEDAN,primary
MDN143,3.639491,98.673843,MEDAN,primary
MDN146,3.541881,98.664115,MEDAN,primary
MDN147,3.625575,98.707878,MEDAN,primary
MDN151,3.621099,98.707139,MEDAN,primary
MDN160,3.563623,98.620786,MEDAN,primary
MDN162,3.546817,98.649714,MEDAN,primary
MDN163,3.621663,98.693736,MEDAN,primary
MDN166,3.568452,98.645406,MEDAN,primary
MDN168,3.576852,98.642168,MEDAN,primary
MDN169,3.585285,98.634242,MEDAN,primary
MDN175,3.613165,98.652298,MEDAN,primary
MDN176,3.599653,98.637614,MEDAN,primary
MDN177,3.606146,98.631821,MEDAN,primary
MDN182,3.604102,98.625585,MEDAN,primary
MDN183,3.641429,98.683006,MEDAN,primary
MDN190,3.655541,98.666902,MEDAN,primary
MDN194,3.539392,98.611155,MEDAN,primary
MDN196,3.533809,98.719068,MEDAN,primary
MDN197,3.768253,98.683189,MEDAN,primary
MDN200,3.524443,98.663448,MEDAN,primary
MDN201,3.596001,98.612987,MEDAN,primary
MDN202,3.57993,98.616014,MEDAN,primary
MDN203,3.591111,98.64,MEDAN,primary
MDN207,3.543917,98.686395,MEDAN,primary
MDN208,3.656064,98.657724,MEDAN,primary
MDN209,3.577571,98.626154,MEDAN,primary
MDN220,3.60998,98.625928,MEDAN,primary
MDN223,3.520691,98.650513,MEDAN,primary
MDN224,3.539491,98.652913,MEDAN,primary
MDN227,3.546466,98.618078,MEDAN,primary
MDN228,3.663509,98.666783,MEDAN,primary
MDN240,3.59288,98.711213,MEDAN,primary
MDN250,3.510819,98.634683,MEDAN,primary
MDN252,3.56377,98.639551,MEDAN,primary
MDN257,3.612486,98.706914,MEDAN,primary
MDN258,3.607266,98.698367,MEDAN,primary
MDN260,3.643327,98.666096,MEDAN,primary
MDN261,3.529099,98.636051,MEDAN,primary
MDN263,3.559403,98.642206,MEDAN,primary
MDN264,3.548714,98.640459,MEDAN,primary
MDN266,3.605306,98.619235,MEDAN,primary
MDN267,3.532144,98.619892,MEDAN,primary
MDN269,3.54944,98.72055,MEDAN,primary
MDN271,3.51853,98.611571,MEDAN,primary
MDN272,3.582854,98.626942,MEDAN,primary
MDN276,3.545787,98.695527,MEDAN,primary
MDN279,3.576846,98.622218,MEDAN,primary
MDN292,3.71014,98.680299,MEDAN,primary
MDN293,3.687719,98.68582,MEDAN,primary
MDN294,3.666424,98.676103,MEDAN,primary
MDN295,3.710713,98.655915,MEDAN,primary
MDN296,3.585856,98.618987,MEDAN,primary
MDN334,3.578639,98.632058,MEDAN,primary
MDN336,3.560072,98.636855,MEDAN,primary
MDN346,3.638083,98.67823,MEDAN,primary
MDN347,3.545355,98.709949,MEDAN,primary
MDN349,3.594624,98.716431,MEDAN,primary
MDN354,3.656961,98.687145,MEDAN,primary
MDN363,3.761001,98.672698,MEDAN,primary
MDN367,3.773603,98.681204,MEDAN,primary
MDN368,3.710403,98.668479,MEDAN,primary
MDN369,3.674365,98.659333,MEDAN,primary
MDN370,3.694744,98.677081,MEDAN,primary
MDN384,3.525455,98.629696,MEDAN,primary
MDN387,3.550327,98.693926,MEDAN,primary
MDN392,3.589527,98.606874,MEDAN,primary
MDN393,3.572317,98.643205,MEDAN,primary
MDN394,3.569516,98.616505,MEDAN,primary
MDN395,3.56892,98.623758,MEDAN,primary
MDN397,3.587264,98.639605,MEDAN,primary
MDN400,3.700337,98.656469,MEDAN,primary
MDN419,3.599453,98.644584,MEDAN,primary
MDN437,3.531185,98.737722,MEDAN,primary
MDN459,3.518056,98.608595,MEDAN,primary
MDN481,3.6475,98.662222,MEDAN,primary
MDN500,3.598648,98.718573,MEDAN,primary
MDN510,3.551176,98.625715,MEDAN,primary
MDN512,3.581494,98.626412,MEDAN,primary
MDN515,3.550016,98.711077,MEDAN,primary
MDN519,3.691628,98.648439,MEDAN,primary
MDN521,3.531937,98.700985,MEDAN,primary
MDN522,3.53428,98.706794,MEDAN,primary
MDN527,3.610217,98.633102,MEDAN,primary
MDN528,3.603736,98.637768,MEDAN,primary
MDN529,3.594197,98.639093,MEDAN,primary
MDN537,3.591565,98.724543,MEDAN,primary
MDN538,3.609539,98.699206,MEDAN,primary
MDN541,3.622504,98.701644,MEDAN,primary
MDN547,3.542053,98.604354,MEDAN,primary
MDN552,3.59757,98.64047,MEDAN,primary
MDN553,3.535383,98.655947,MEDAN,primary
MDN561,3.588611,98.626666,MEDAN,primary
MDN570,3.649444,98.666111,MEDAN,primary
MDN571,3.644551,98.65778,MEDAN,primary
MDN572,3.59436,98.644677,MEDAN,primary
MDN573,3.603464,98.610642,MEDAN,primary
MDN574,3.697096,98.682945,MEDAN,primary
MDN577,3.651208,98.67244,MEDAN,primary
MDN578,3.538999,98.70319,MEDAN,primary
MDN579,3.511992,98.629747,MEDAN,primary
MDN582,3.689154,98.703969,MEDAN,primary
MDN584,3.590345,98.633615,MEDAN,primary
MDN585,3.581988,98.621666,MEDAN,primary
MDN586,3.722366,98.686593,MEDAN,primary
MDN588,3.613529,98.639377,MEDAN,primary
MDN589,3.651571,98.686105,MEDAN,primary
MDN599,3.665524,98.682633,MEDAN,primary
MDN601,3.537513,98.663399,MEDAN,primary
MDN604,3.574588,98.636183,MEDAN,primary
MDN605,3.751501,98.676428,MEDAN,primary
MDN609,3.59588,98.727062,MEDAN,primary
MDN626,3.54465,98.704645,MEDAN,primary
MDN630,3.536322,98.673119,MEDAN,primary
MDN631,3.535048,98.666098,MEDAN,primary
MDN632,3.690762,98.663586,MEDAN,primary
MDN633,3.697891,98.662896,MEDAN,primary
MDN634,3.708373,98.660226,MEDAN,primary
MDN639,3.605869,98.627861,MEDAN,primary
MDN643,3.600549,98.642334,MEDAN,primary
MDN647,3.550968,98.697866,MEDAN,primary
MDN648,3.597222,98.732222,MEDAN,primary
MDN649,3.784507,98.712672,MEDAN,primary
MDN650,3.541805,98.692157,MEDAN,primary
MDN661,3.713694,98.66136,MEDAN,primary
MDN663,3.546551,98.715621,MEDAN,primary
MDN664,3.685133,98.690838,MEDAN,primary
MDN668,3.523936,98.683163,MEDAN,primary
MDN669,3.686723,98.651253,MEDAN,primary
MDN670,3.552258,98.701279,MEDAN,primary
MDN671,3.592806,98.609123,MEDAN,primary
MDN672,3.677782,98.665693,MEDAN,primary
MDN674,3.605512,98.639554,MEDAN,primary
MDN676,3.567842,98.649455,MEDAN,primary
MDN681,3.551934,98.646061,MEDAN,primary
MDN685,3.612292,98.630634,MEDAN,primary
MDN688,3.50834,98.632996,MEDAN,primary
MDN690,3.566741,98.625512,MEDAN,primary
MDN707,3.52671,98.651772,MEDAN,primary
MDN708,3.68953,98.657157,MEDAN,primary
MDN728,3.533698,98.652752,MEDAN,primary
MDN735,3.588955,98.645871,MEDAN,primary
MDN737,3.714844,98.653889,MEDAN,primary
MDN740,3.551246,98.715655,MEDAN,primary
MDN744,3.682631,98.653079,MEDAN,primary
MDN750,3.53533,98.699467,MEDAN,primary
MDN755,3.50878,98.649083,MEDAN,primary
MDN756,3.530263,98.671365,MEDAN,primary
MDN759,3.541412,98.66038,MEDAN,primary
MDN769,3.706452,98.650319,MEDAN,primary
MDN777,3.515959,98.667682,MEDAN,primary
MDN786,3.541036,98.673485,MEDAN,primary
MDN788,3.611722,98.642078,MEDAN,primary
MDN793,3.705555,98.677222,MEDAN,primary
MDN798,3.705987,98.62704,MEDAN,primary
MDN805,3.616153,98.702915,MEDAN,primary
MDN807,3.646348,98.669552,MEDAN,primary
MDN816,3.572082,98.610663,MEDAN,primary
MDN821,3.538205,98.633361,MEDAN,primary
MDN823,3.599795,98.645392,MEDAN,primary
MDN825,3.539593,98.637537,MEDAN,primary
MDN826,3.591639,98.614396,MEDAN,primary
MDN828,3.599683,98.626475,MEDAN,primary
MDN832,3.638105,98.681589,MEDAN,primary
MDN838,3.548247,98.700945,MEDAN,primary
MDN842,3.522119,98.67633,MEDAN,primary
MDN845,3.729474,98.675009,MEDAN,primary
MDN846,3.539166,98.698888,MEDAN,primary
MDN847,3.530704,98.681335,MEDAN,primary
MDN848,3.528671,98.677051,MEDAN,primary
MDN850,3.535568,98.660285,MEDAN,primary
MDN851,3.533514,98.671853,MEDAN,primary
MDN852,3.56675,98.64124,MEDAN,primary
MDN854,3.77604,98.696126,MEDAN,primary
MDN856,3.716878,98.664574,MEDAN,primary
MDN872,3.55864,98.651526,MEDAN,primary
MDN877,3.663826,98.65915,MEDAN,primary
MDN895,3.684562,98.660769,MEDAN,primary
MDN899,3.552727,98.611675,MEDAN,primary
MDN902,3.78301,98.684545,MEDAN,primary
MDN904,3.540978,98.655681,MEDAN,primary
MDN905,3.601807,98.615758,MEDAN,primary
MDN906,3.563346,98.635825,MEDAN,primary
MDN907,3.600196,98.608397,MEDAN,primary
MDN912,3.56895,98.64217,MEDAN,primary
MDN918,3.592386,98.630677,MEDAN,primary
MDN919,3.66041,98.677891,MEDAN,primary
MDN923,3.5632,98.652078,MEDAN,primary
MDN924,3.523895,98.635418,MEDAN,primary
MDN925,3.532842,98.641094,MEDAN,primary
MDN926,3.563663,98.64618,MEDAN,primary
MDN929,3.517348,98.617647,MEDAN,primary
MDN933,3.679304,98.67139,MEDAN,primary
MDN935,3.606867,98.612155,MEDAN,primary
MDN938,3.564791,98.630678,MEDAN,primary
MDN939,3.567727,98.646819,MEDAN,primary
MDN944,3.544145,98.612396,MEDAN,primary
MDN946,3.539267,98.682661,MEDAN,primary
MDN948,3.678799,98.689714,MEDAN,primary
MDN955,3.598735,98.619012,MEDAN,primary
MDN961,3.503963,98.633409,MEDAN,primary
MDN962,3.607323,98.702633,MEDAN,primary
MDN963,3.618036,98.695988,MEDAN,primary
MDN964,3.737316,98.675911,MEDAN,primary
MDN965,3.74148,98.677923,MEDAN,primary
MDN966,3.543904,98.647177,MEDAN,primary
MDN970,3.548613,98.627847,MEDAN,primary
MDN973,3.641514,98.670847,MEDAN,primary
MDN975,3.547017,98.606577,MEDAN,primary
MDN978,3.777476,98.683971,MEDAN,primary
MDN980,3.547496,98.70591,MEDAN,primary
MDN981,3.54259,98.69892,MEDAN,primary
MDN982,3.541414,98.717488,MEDAN,primary
MDN986,3.610225,98.635696,MEDAN,primary
MDN987,3.567075,98.632944,MEDAN,primary
MDN995,3.67858,98.65523,MEDAN,primary
MDN996,3.593634,98.708074,MEDAN,primary
MDN997,3.532805,98.632828,MEDAN,primary
MDN998,3.75235,98.653693,MEDAN,primary
MDN999,3.756015,98.67866,MEDAN,primary
MDX002,3.551652,98.638442,MEDAN,primary
MDX003,3.600173,98.613233,MEDAN,primary
MDX004,3.527901,98.613724,MEDAN,primary
MDX006,3.584444,98.638812,MEDAN,primary
MDX008,3.609444,98.619722,MEDAN,primary
MDX010,3.579235,98.637812,MEDAN,primary
MDX012,3.561336,98.631675,MEDAN,primary
MDX014,3.571202,98.632817,MEDAN,primary
MDX016,3.779814,98.707082,MEDAN,primary
MDX018,3.566333,98.620755,MEDAN,primary
MDX019,3.59395,98.633779,MEDAN,primary
MDX020,3.554809,98.620909,MEDAN,primary
MDX023,3.785672,98.693246,MEDAN,primary
MDX025,3.568097,98.636398,MEDAN,primary
MDX028,3.78678,98.682425,MEDAN,primary
MDX029,3.597182,98.644466,MEDAN,primary
MDX030,3.69248,98.638449,MEDAN,primary
MDX032,3.694119,98.656388,MEDAN,primary
MDX034,3.693673,98.688673,MEDAN,primary
MDX035,3.779983,98.685712,MEDAN,primary
MDX039,3.601345,98.633454,MEDAN,primary
MDX041,3.791303,98.715554,MEDAN,primary
MDX047,3.576118,98.611745,MEDAN,primary
MDX048,3.7674297,98.6758195,MEDAN,primary
MDX050,3.576634,98.618679,MEDAN,primary
MDX053,3.542512,98.702449,MEDAN,primary
MDX054,3.537663,98.691029,MEDAN,primary
MDX056,3.778365,98.688098,MEDAN,primary
MDX062,3.592736,98.72106,MEDAN,primary
MDX064,3.597684,98.707019,MEDAN,primary
MDX072,3.542273,98.600134,MEDAN,primary
MDX077,3.542042,98.6837,MEDAN,primary
MDX080,3.540533,98.622184,MEDAN,primary
MDX081,3.616041,98.707047,MEDAN,primary
MDX086,3.55825,98.617469,MEDAN,primary
MDX088,3.524929,98.600064,MEDAN,primary
MDX089,3.611487,98.657434,MEDAN,primary
MDX092,3.642643,98.690942,MEDAN,primary
MDX094,3.703597,98.658417,MEDAN,primary
MDX099,3.531783,98.734399,MEDAN,primary
MDX101,3.643949,98.678766,MEDAN,primary
MDX103,3.773339,98.703708,MEDAN,primary
MDX106,3.517943,98.674326,MEDAN,primary
MDX109,3.6514,98.70189,MEDAN,primary
MDX111,3.523226,98.616721,MEDAN,primary
MDX113,3.700073,98.688278,MEDAN,primary
MDX114,3.582777,98.634722,MEDAN,primary
MDX115,3.590321,98.642597,MEDAN,primary
MDX116,3.607993,98.650172,MEDAN,primary
MDX117,3.554842,98.640889,MEDAN,primary
MDX118,3.539953,98.648993,MEDAN,primary
MDX121,3.549359,98.609826,MEDAN,primary
MDX122,3.597906,98.728685,MEDAN,primary
MDX123,3.687354,98.664096,MEDAN,primary
MDX127,3.543043,98.623619,MEDAN,primary
MDX128,3.782181,98.693483,MEDAN,primary
MDX129,3.606496,98.642702,MEDAN,primary
MDX136,3.787459,98.687133,MEDAN,primary
MDX138,3.607948,98.706643,MEDAN,primary
MDX139,3.533524,98.655888,MEDAN,primary
MDX141,3.612307,98.70218,MEDAN,primary
MDX144,3.785779,98.702184,MEDAN,primary
MDX145,3.597739,98.721897,MEDAN,primary
MDX155,3.700915,98.671005,MEDAN,primary
MDX156,3.547478,98.636135,MEDAN,primary
MDX158,3.586087,98.626706,MEDAN,primary
MDX161,3.689529,98.698375,MEDAN,primary
MDX162,3.668166,98.667763,MEDAN,primary
MDX163,3.639215,98.664018,MEDAN,primary
MDX169,3.640843,98.68246,MEDAN,primary
MDX173,3.721213,98.682499,MEDAN,primary
MDX174,3.701855,98.681532,MEDAN,primary
MDX175,3.69107,98.68214,MEDAN,primary
MDX176,3.646266,98.686382,MEDAN,primary
MDX179,3.648036,98.679468,MEDAN,primary
MDX181,3.699881,98.636655,MEDAN,primary
MDX183,3.605355,98.700271,MEDAN,primary
MDX185,3.561747,98.617706,MEDAN,primary
MDX186,3.558965,98.646085,MEDAN,primary
MDX191,3.563903,98.626369,MEDAN,primary
MDX195,3.590358,98.647031,MEDAN,primary
MDX197,3.555385,98.651267,MEDAN,primary
MDX198,3.696299,98.656379,MEDAN,primary
MDX203,3.512433,98.620161,MEDAN,primary
MDX205,3.694428,98.672461,MEDAN,primary
MDX207,3.582782,98.629912,MEDAN,primary
MDX208,3.540586,98.628283,MEDAN,primary
MDX209,3.522895,98.626272,MEDAN,primary
MDX211,3.597363,98.634941,MEDAN,primary
MDX213,3.52676,98.6053,MEDAN,primary
MDX215,3.545986,98.625682,MEDAN,primary
MDX216,3.77711,98.699823,MEDAN,primary
MDX223,3.532777,98.612777,MEDAN,primary
MDX237,3.536175,98.702858,MEDAN,primary
MDX238,3.538323,98.695399,MEDAN,primary
MDX240,3.603736,98.642039,MEDAN,primary
MDX243,3.597187,98.628353,MEDAN,primary
MDX244,3.619404,98.703364,MEDAN,primary
MDX247,3.575805,98.64516,MEDAN,primary
MDX249,3.624827,98.696593,MEDAN,primary
MDX251,3.645387,98.692689,MEDAN,primary
MDX253,3.667937,98.657146,MEDAN,primary
MDX256,3.66979,98.67287,MEDAN,primary
MDX257,3.66907,98.680838,MEDAN,primary
MDX258,3.679444,98.650555,MEDAN,primary
MDX260,3.694496,98.661253,MEDAN,primary
MDX263,3.696978,98.643644,MEDAN,primary
MDX265,3.70553,98.645706,MEDAN,primary
MDX271,3.724078,98.671092,MEDAN,primary
MDX272,3.728725,98.695177,MEDAN,primary
MDX273,3.514167,98.644029,MEDAN,primary
MDX274,3.753399,98.697928,MEDAN,primary
MDX275,3.75927,98.65728,MEDAN,primary
MDX276,3.770758,98.678232,MEDAN,primary
MDX280,3.556801,98.630722,MEDAN,primary
MDX291,3.783454,98.689511,MEDAN,primary
MDX298,3.592757,98.739379,MEDAN,primary
MDX303,3.514444,98.633055,MEDAN,primary
MDX305,3.69323,98.709197,MEDAN,primary
MDX307,3.576,98.638768,MEDAN,primary
MDX309,3.764582,98.680432,MEDAN,primary
MDX311,3.678936,98.686306,MEDAN,primary
MDX314,3.537212,98.677268,MEDAN,primary
MDX315,3.6476,98.67646,MEDAN,primary
MDX318,3.61529,98.65523,MEDAN,primary
MDX323,3.696791,98.653145,MEDAN,primary
MDX331,3.535552,98.650062,MEDAN,primary
MDX332,3.57537,98.625627,MEDAN,primary
MDX378,3.600486,98.62351,MEDAN,primary
MDX382,3.546483,98.692453,MEDAN,primary
MDX500,3.66039,98.6724,MEDAN,primary
MDX501,3.67774,98.70249,MEDAN,primary
MDX506,3.66474,98.67961,MEDAN,primary
MDX508,3.662035,98.686356,MEDAN,primary
MDX510,3.6815,98.70289,MEDAN,primary
MDX592,3.590983,98.6267121,MEDAN,primary
MDX595,3.593124,98.673386,MEDAN,primary
MDX601,3.534241,98.713671,MEDAN,primary
MDX602,3.593163,98.714048,MEDAN,primary
MDX604,3.708331,98.68859,MEDAN,primary
MDX606,3.527147,98.624793,MEDAN,primary
MDX607,3.52826,98.68574,MEDAN,primary
MDX611,3.75703,98.6604,MEDAN,primary
MDX612,3.53118,98.72395,MEDAN,primary
MDX613,3.58787,98.61758,MEDAN,primary
MDN002,3.586666,98.685,MEDAN,primary
MDN003,3.559004,98.688976,MEDAN,primary
MDN004,3.578306,98.686861,MEDAN,primary
MDN005,3.577647,98.651485,MEDAN,primary
MDN006,3.588969,98.705521,MEDAN,primary
MDN012,3.60732,98.68862,MEDAN,primary
MDN016,3.594056,98.668111,MEDAN,primary
MDN018,3.58365278,98.67788889,MEDAN,primary
MDN020,3.583159,98.66886,MEDAN,primary
MDN021,3.602004,98.679831,MEDAN,primary
MDN024,3.577222,98.687222,MEDAN,primary
MDN027,3.567841,98.701528,MEDAN,primary
MDN032,3.584214,98.685568,MEDAN,primary
MDN034,3.58146,98.709448,MEDAN,primary
MDN037,3.588178,98.677408,MEDAN,primary
MDN047,3.585526,98.684452,MEDAN,primary
MDN050,3.560702,98.69901,MEDAN,primary
MDN055,3.600291,98.683209,MEDAN,primary
MDN060,3.613694,98.680822,MEDAN,primary
MDN062,3.580585,98.660611,MEDAN,primary
MDN063,3.606061,98.680016,MEDAN,primary
MDN068,3.602518,98.660537,MEDAN,primary
MDN080,3.584269,98.686814,MEDAN,primary
MDN082,3.580631,98.675301,MEDAN,primary
MDN083,3.572911,98.68388,MEDAN,primary
MDN085,3.583492,98.695571,MEDAN,primary
MDN086,3.597238,98.675291,MEDAN,primary
MDN088,3.598356,98.694555,MEDAN,primary
MDN089,3.563335,98.690123,MEDAN,primary
MDN090,3.583299,98.687195,MEDAN,primary
MDN091,3.585736,98.687432,MEDAN,primary
MDN092,3.585393,98.6886,MEDAN,primary
MDN093,3.586933,98.689462,MEDAN,primary
MDN094,3.592366,98.678445,MEDAN,primary
MDN096,3.587614,98.694705,MEDAN,primary
MDN097,3.585609,98.693478,MEDAN,primary
MDN098,3.555102,98.661617,MEDAN,primary
MDN099,3.58535,98.69052,MEDAN,primary
MDN102,3.600056,98.667172,MEDAN,primary
MDN103,3.598537,98.653275,MEDAN,primary
MDN104,3.601476,98.705938,MEDAN,primary
MDN105,3.590039,98.653121,MEDAN,primary
MDN106,3.591283,98.684609,MEDAN,primary
MDN107,3.590926,98.670756,MEDAN,primary
MDN108,3.581201,98.692303,MEDAN,primary
MDN109,3.580955,98.703478,MEDAN,primary
MDN112,3.57653,98.734597,MEDAN,primary
MDN114,3.58333,98.69017,MEDAN,primary
MDN115,3.597472,98.685337,MEDAN,primary
MDN117,3.597952,98.664451,MEDAN,primary
MDN119,3.567848,98.691728,MEDAN,primary
MDN129,3.581618,98.68813,MEDAN,primary
MDN130,3.595922,98.659935,MEDAN,primary
MDN131,3.563014,98.70793,MEDAN,primary
MDN132,3.58324,98.69252,MEDAN,primary
MDN135,3.58154,98.6907,MEDAN,primary
MDN136,3.577817,98.695696,MEDAN,primary
MDN138,3.57471,98.712615,MEDAN,primary
MDN139,3.634046,98.69296,MEDAN,primary
MDN140,3.616635,98.672202,MEDAN,primary
MDN144,3.586053,98.678819,MEDAN,primary
MDN149,3.585167,98.709916,MEDAN,primary
MDN153,3.576825,98.669545,MEDAN,primary
MDN154,3.589758,98.697597,MEDAN,primary
MDN155,3.582824,98.652086,MEDAN,primary
MDN156,3.571031,98.675335,MEDAN,primary
MDN157,3.601241,98.672927,MEDAN,primary
MDN158,3.584754,98.678643,MEDAN,primary
MDN159,3.582777,98.676388,MEDAN,primary
MDN164,3.630597,98.689522,MEDAN,primary
MDN167,3.582964,98.643794,MEDAN,primary
MDN171,3.573872,98.715825,MEDAN,primary
MDN172,3.613818,98.68921,MEDAN,primary
MDN173,3.613646,98.672468,MEDAN,primary
MDN174,3.614861,98.664165,MEDAN,primary
MDN178,3.583158,98.68035,MEDAN,primary
MDN180,3.584418,98.680748,MEDAN,primary
MDN186,3.585383,98.682203,MEDAN,primary
MDN187,3.592454,98.704865,MEDAN,primary
MDN189,3.596343,98.686956,MEDAN,primary
MDN192,3.600856,98.656746,MEDAN,primary
MDN193,3.583931,98.673494,MEDAN,primary
MDN195,3.583182,98.681459,MEDAN,primary
MDN204,3.583322,98.683123,MEDAN,primary
MDN205,3.588239,98.682612,MEDAN,primary
MDN206,3.588738,98.667654,MEDAN,primary
MDN212,3.59404,98.679536,MEDAN,primary
MDN213,3.59462,98.68114,MEDAN,primary
MDN214,3.593572,98.683293,MEDAN,primary
MDN215,3.555871,98.656756,MEDAN,primary
MDN216,3.555555,98.680555,MEDAN,primary
MDN217,3.594299,98.685618,MEDAN,primary
MDN221,3.577991,98.646665,MEDAN,primary
MDN230,3.595387,98.688141,MEDAN,primary
MDN231,3.572384,98.660512,MEDAN,primary
MDN232,3.582382,98.700786,MEDAN,primary
MDN234,3.583606,98.688438,MEDAN,primary
MDN236,3.629456,98.669458,MEDAN,primary
MDN237,3.572627,98.690368,MEDAN,primary
MDN238,3.593263,98.692805,MEDAN,primary
MDN239,3.569972,98.696333,MEDAN,primary
MDN241,3.575592,98.706375,MEDAN,primary
MDN243,3.606779,98.675807,MEDAN,primary
MDN244,3.59155,98.682289,MEDAN,primary
MDN245,3.573285,98.65639,MEDAN,primary
MDN246,3.588736,98.693118,MEDAN,primary
MDN247,3.590267,98.688285,MEDAN,primary
MDN248,3.563186,98.695841,MEDAN,primary
MDN249,3.55456,98.69517,MEDAN,primary
MDN251,3.565841,98.662132,MEDAN,primary
MDN253,3.579576,98.71217,MEDAN,primary
MDN254,3.582427,98.719071,MEDAN,primary
MDN255,3.620269,98.686513,MEDAN,primary
MDN256,3.60165,98.700658,MEDAN,primary
MDN259,3.608871,98.661914,MEDAN,primary
MDN273,3.584649,98.705062,MEDAN,primary
MDN275,3.616524,98.681029,MEDAN,primary
MDN277,3.571591,98.672098,MEDAN,primary
MDN278,3.559054,98.713748,MEDAN,primary
MDN284,3.561791,98.693076,MEDAN,primary
MDN285,3.575998,98.691072,MEDAN,primary
MDN287,3.578985,98.688801,MEDAN,primary
MDN288,3.589066,98.685087,MEDAN,primary
MDN289,3.59209,98.6865,MEDAN,primary
MDN290,3.632753,98.68403,MEDAN,primary
MDN298,3.593,98.68878,MEDAN,primary
MDN299,3.591384,98.658705,MEDAN,primary
MDN306,3.587126,98.683675,MEDAN,primary
MDN314,3.587473,98.686269,MEDAN,primary
MDN317,3.597028,98.687286,MEDAN,primary
MDN319,3.58131,98.686,MEDAN,primary
MDN330,3.591604,98.649614,MEDAN,primary
MDN343,3.57488,98.723318,MEDAN,primary
MDN344,3.568718,98.718787,MEDAN,primary
MDN350,3.575814,98.699555,MEDAN,primary
MDN352,3.564988,98.699528,MEDAN,primary
MDN353,3.595536,98.68403,MEDAN,primary
MDN355,3.629861,98.674474,MEDAN,primary
MDN356,3.560392,98.703681,MEDAN,primary
MDN358,3.614378,98.693467,MEDAN,primary
MDN361,3.632823,98.678892,MEDAN,primary
MDN372,3.5725,98.709722,MEDAN,primary
MDN376,3.557723,98.658499,MEDAN,primary
